cycle_id,sample_index,time_ms,torque,speed,angle,current,event_code
CYCLE-OVERSHOOT-001,29,58.0,0.03776,761.271,5.22,0.231,
CYCLE-OVERSHOOT-001,30,60.0,0.0382,766.374,5.4,0.2313,
CYCLE-OVERSHOOT-001,31,62.0,0.03864,771.034,5.58,0.2317,
CYCLE-OVERSHOOT-001,32,64.0,0.03908,775.289,5.76,0.232,
CYCLE-OVERSHOOT-001,33,66.0,0.03952,779.175,5.94,0.2324,
CYCLE-OVERSHOOT-001,34,68.0,0.03996,782.722,6.12,0.2328,
CYCLE-OVERSHOOT-001,35,70.0,0.0404,785.962,6.3,0.2331,
CYCLE-OVERSHOOT-001,36,72.0,0.04084,788.92,6.48,0.2335,
CYCLE-OVERSHOOT-001,37,74.0,0.04128,791.62,6.66,0.2338,
CYCLE-OVERSHOOT-001,38,76.0,0.0732,798.9,6.885,0.26,
CYCLE-OVERSHOOT-001,39,78.0,0.0796,796.7,7.055,0.2653,
CYCLE-OVERSHOOT-001,40,80.0,0.086,794.5,7.225,0.2705,
CYCLE-OVERSHOOT-001,41,82.0,0.0924,792.3,7.395,0.2758,
CYCLE-OVERSHOOT-001,42,84.0,0.0988,790.1,7.565,0.281,
CYCLE-OVERSHOOT-001,43,86.0,0.1052,787.9,7.735,0.2863,
CYCLE-OVERSHOOT-001,44,88.0,0.1116,785.7,7.905,0.2915,
CYCLE-OVERSHOOT-001,45,90.0,0.118,783.5,8.075,0.2968,
CYCLE-OVERSHOOT-001,46,92.0,0.1244,781.3,8.245,0.302,
CYCLE-OVERSHOOT-001,47,94.0,0.1308,779.1,8.415,0.3073,
CYCLE-OVERSHOOT-001,48,96.0,0.1372,776.9,8.585,0.3125,
CYCLE-OVERSHOOT-001,49,98.0,0.1436,774.7,8.755,0.3178,
CYCLE-OVERSHOOT-001,50,100.0,0.15,772.5,8.925,0.323,
CYCLE-OVERSHOOT-001,51,102.0,0.1564,770.3,9.095,0.3282,
CYCLE-OVERSHOOT-001,52,104.0,0.1628,768.1,9.265,0.3335,
CYCLE-OVERSHOOT-001,53,106.0,0.1692,765.9,9.435,0.3387,
CYCLE-OVERSHOOT-001,54,108.0,0.1756,763.7,9.605,0.344,
CYCLE-OVERSHOOT-001,55,110.0,0.182,761.5,9.775,0.3492,
CYCLE-OVERSHOOT-001,56,112.0,0.1884,759.3,9.945,0.3545,
CYCLE-OVERSHOOT-001,57,114.0,0.1948,757.1,10.115,0.3597,
CYCLE-OVERSHOOT-001,58,116.0,0.2012,754.9,10.285,0.365,
CYCLE-OVERSHOOT-001,59,118.0,0.2076,752.7,10.455,0.3702,
CYCLE-OVERSHOOT-001,60,120.0,0.214,750.5,10.625,0.3755,
CYCLE-OVERSHOOT-001,61,122.0,0.2204,748.3,10.795,0.3807,
CYCLE-OVERSHOOT-001,62,124.0,0.2268,746.1,10.965,0.386,
CYCLE-OVERSHOOT-001,63,126.0,0.2332,743.9,11.135,0.3912,
CYCLE-OVERSHOOT-001,64,128.0,0.2396,741.7,11.305,0.3965,
CYCLE-OVERSHOOT-001,65,130.0,0.246,739.5,11.475,0.4017,
CYCLE-OVERSHOOT-001,66,132.0,0.2524,737.3,11.645,0.407,
CYCLE-OVERSHOOT-001,67,134.0,0.2588,735.1,11.815,0.4122,
CYCLE-OVERSHOOT-001,68,136.0,0.2652,732.9,11.985,0.4175,
CYCLE-OVERSHOOT-001,69,138.0,0.2716,730.7,12.155,0.4227,
CYCLE-OVERSHOOT-001,70,140.0,0.278,728.5,12.325,0.428,
CYCLE-OVERSHOOT-001,71,142.0,0.2844,726.3,12.495,0.4332,
CYCLE-OVERSHOOT-001,72,144.0,0.2908,724.1,12.665,0.4385,
CYCLE-OVERSHOOT-001,73,146.0,0.31538,648.1,12.852,0.4586,
CYCLE-OVERSHOOT-001,74,148.0,0.34537,644.3,12.956,0.4832,
CYCLE-OVERSHOOT-001,75,150.0,0.37434,640.5,13.06,0.507,
CYCLE-OVERSHOOT-001,76,152.0,0.40232,636.7,13.164,0.5299,
CYCLE-OVERSHOOT-001,77,154.0,0.42936,632.9,13.268,0.5521,
CYCLE-OVERSHOOT-001,78,156.0,0.45548,629.1,13.372,0.5735,
CYCLE-OVERSHOOT-001,79,158.0,0.48072,625.3,13.476,0.5942,
CYCLE-OVERSHOOT-001,80,160.0,0.5051,621.5,13.58,0.6142,
CYCLE-OVERSHOOT-001,81,162.0,0.52865,617.7,13.684,0.6335,
CYCLE-OVERSHOOT-001,82,164.0,0.5514,613.9,13.788,0.6522,
CYCLE-OVERSHOOT-001,83,166.0,0.57339,610.1,13.892,0.6702,
CYCLE-OVERSHOOT-001,84,168.0,0.59463,606.3,13.996,0.6876,
CYCLE-OVERSHOOT-001,85,170.0,0.61515,602.5,14.1,0.7044,
CYCLE-OVERSHOOT-001,86,172.0,0.63497,598.7,14.204,0.7207,
CYCLE-OVERSHOOT-001,87,174.0,0.65412,594.9,14.308,0.7364,
CYCLE-OVERSHOOT-001,88,176.0,0.67262,591.1,14.412,0.7516,
CYCLE-OVERSHOOT-001,89,178.0,0.6905,587.3,14.516,0.7662,
CYCLE-OVERSHOOT-001,90,180.0,0.70777,583.5,14.62,0.7804,
CYCLE-OVERSHOOT-001,91,182.0,0.72445,579.7,14.724,0.7941,
CYCLE-OVERSHOOT-001,92,184.0,0.74057,575.9,14.828,0.8073,
CYCLE-OVERSHOOT-001,93,186.0,0.75614,572.1,14.932,0.82,
CYCLE-OVERSHOOT-001,94,188.0,0.77119,568.3,15.036,0.8324,
CYCLE-OVERSHOOT-001,95,190.0,0.78572,564.5,15.14,0.8443,
CYCLE-OVERSHOOT-001,96,192.0,0.79977,560.7,15.244,0.8558,
CYCLE-OVERSHOOT-001,97,194.0,0.81333,556.9,15.348,0.8669,
CYCLE-OVERSHOOT-001,98,196.0,0.82644,553.1,15.452,0.8777,
CYCLE-OVERSHOOT-001,99,198.0,0.8391,549.3,15.556,0.8881,
CYCLE-OVERSHOOT-001,100,200.0,0.85133,545.5,15.66,0.8981,
CYCLE-OVERSHOOT-001,101,202.0,0.86315,541.7,15.764,0.9078,
CYCLE-OVERSHOOT-001,102,204.0,0.87457,537.9,15.868,0.9171,
CYCLE-OVERSHOOT-001,103,206.0,0.8856,534.1,15.972,0.9262,
CYCLE-OVERSHOOT-001,104,208.0,0.89626,530.3,16.076,0.9349,
CYCLE-OVERSHOOT-001,105,210.0,0.90655,526.5,16.18,0.9434,
CYCLE-OVERSHOOT-001,106,212.0,0.9165,522.7,16.284,0.9515,
CYCLE-OVERSHOOT-001,107,214.0,0.92611,518.9,16.388,0.9594,
CYCLE-OVERSHOOT-001,108,216.0,0.93539,515.1,16.492,0.967,
CYCLE-OVERSHOOT-001,109,218.0,0.94436,511.3,16.596,0.9744,
CYCLE-OVERSHOOT-001,110,220.0,0.95302,507.5,16.7,0.9815,
CYCLE-OVERSHOOT-001,111,222.0,0.9614,503.7,16.804,0.9883,
CYCLE-OVERSHOOT-001,112,224.0,0.96948,499.9,16.908,0.995,
CYCLE-OVERSHOOT-001,113,226.0,0.9773,496.1,17.012,1.0014,
CYCLE-OVERSHOOT-001,114,228.0,0.98484,492.3,17.116,1.0076,
CYCLE-OVERSHOOT-001,115,230.0,0.99214,488.5,17.22,1.0136,
CYCLE-OVERSHOOT-001,116,232.0,0.99918,484.7,17.324,1.0193,
CYCLE-OVERSHOOT-001,117,234.0,1.00599,480.9,17.428,1.0249,
CYCLE-OVERSHOOT-001,118,236.0,1.01257,477.1,17.532,1.0303,
CYCLE-OVERSHOOT-001,119,238.0,1.01892,473.3,17.636,1.0355,
CYCLE-OVERSHOOT-001,120,240.0,1.02506,469.5,17.74,1.0405,
CYCLE-OVERSHOOT-001,121,242.0,1.03099,465.7,17.844,1.0454,
CYCLE-OVERSHOOT-001,122,244.0,1.03671,461.9,17.948,1.0501,
CYCLE-OVERSHOOT-001,123,246.0,1.04225,458.1,18.052,1.0546,
CYCLE-OVERSHOOT-001,124,248.0,1.0476,454.3,18.156,1.059,
CYCLE-OVERSHOOT-001,125,250.0,1.05276,450.5,18.26,1.0633,
CYCLE-OVERSHOOT-001,126,252.0,1.05775,446.7,18.364,1.0674,
CYCLE-OVERSHOOT-001,127,254.0,1.06257,442.9,18.468,1.0713,
CYCLE-OVERSHOOT-001,128,256.0,1.06723,439.1,18.572,1.0751,
CYCLE-OVERSHOOT-001,129,258.0,1.07173,435.3,18.676,1.0788,
CYCLE-OVERSHOOT-001,130,260.0,1.07608,431.5,18.78,1.0824,
CYCLE-OVERSHOOT-001,131,262.0,1.08028,427.7,18.884,1.0858,
CYCLE-OVERSHOOT-001,132,264.0,1.08434,423.9,18.988,1.0892,
CYCLE-OVERSHOOT-001,133,266.0,1.08826,420.1,19.092,1.0924,
CYCLE-OVERSHOOT-001,134,268.0,1.09205,416.3,19.196,1.0955,
CYCLE-OVERSHOOT-001,135,270.0,1.09571,412.5,19.3,1.0985,
CYCLE-OVERSHOOT-001,136,272.0,1.09924,408.7,19.404,1.1014,
CYCLE-OVERSHOOT-001,137,274.0,1.10266,404.9,19.508,1.1042,
CYCLE-OVERSHOOT-001,138,276.0,1.10595,401.1,19.612,1.1069,
CYCLE-OVERSHOOT-001,139,278.0,1.10914,397.3,19.716,1.1095,
CYCLE-OVERSHOOT-001,140,280.0,1.11222,393.5,19.82,1.112,
CYCLE-OVERSHOOT-001,141,282.0,1.1152,389.7,19.924,1.1145,
CYCLE-OVERSHOOT-001,142,284.0,1.11807,385.9,20.028,1.1168,
CYCLE-OVERSHOOT-001,143,286.0,1.32238,147.0,20.11,1.2844,
CYCLE-OVERSHOOT-001,144,288.0,1.32678,141.0,20.13,1.288,
CYCLE-OVERSHOOT-001,145,290.0,1.3301,135.0,20.15,1.2907,
CYCLE-OVERSHOOT-001,146,292.0,1.33183,129.0,20.17,1.2921,
CYCLE-OVERSHOOT-001,147,294.0,1.33169,123.0,20.19,1.292,
CYCLE-OVERSHOOT-001,148,296.0,1.3297,117.0,20.21,1.2904,
CYCLE-OVERSHOOT-001,149,298.0,1.32619,111.0,20.23,1.2875,
CYCLE-OVERSHOOT-001,150,300.0,1.32169,105.0,20.25,1.2838,
CYCLE-OVERSHOOT-001,151,302.0,1.31693,99.0,20.27,1.2799,
CYCLE-OVERSHOOT-001,152,304.0,1.31266,93.0,20.29,1.2764,
CYCLE-OVERSHOOT-001,153,306.0,1.30954,87.0,20.31,1.2738,
CYCLE-OVERSHOOT-001,154,308.0,1.30808,81.0,20.33,1.2726,
CYCLE-OVERSHOOT-001,155,310.0,1.30849,75.0,20.35,1.273,
CYCLE-OVERSHOOT-001,156,312.0,1.31073,69.0,20.37,1.2748,
CYCLE-OVERSHOOT-001,157,314.0,1.31442,63.0,20.39,1.2778,
CYCLE-OVERSHOOT-001,158,316.0,1.319,57.0,20.41,1.2816,
CYCLE-OVERSHOOT-001,159,318.0,1.32374,51.0,20.43,1.2855,
CYCLE-OVERSHOOT-001,160,320.0,1.32788,45.0,20.45,1.2889,
CYCLE-OVERSHOOT-001,161,322.0,1.33078,39.0,20.47,1.2912,
CYCLE-OVERSHOOT-001,162,324.0,1.33198,33.0,20.49,1.2922,
CYCLE-OVERSHOOT-001,163,326.0,1.33129,27.0,20.51,1.2917,
CYCLE-OVERSHOOT-001,164,328.0,1.32881,21.0,20.53,1.2896,
CYCLE-OVERSHOOT-001,165,330.0,1.32495,15.0,20.55,1.2865,
CYCLE-OVERSHOOT-001,166,332.0,1.3203,9.0,20.57,1.2826,
CYCLE-OVERSHOOT-001,167,334.0,1.3156,3.0,20.59,1.2788,
CYCLE-OVERSHOOT-001,168,336.0,1.10431,0.0,20.6,1.1055,
CYCLE-OVERSHOOT-001,169,338.0,1.08131,0.0,20.6,1.0867,
CYCLE-OVERSHOOT-001,170,340.0,1.05878,0.0,20.6,1.0682,
CYCLE-OVERSHOOT-001,171,342.0,1.03672,0.0,20.6,1.0501,
CYCLE-OVERSHOOT-001,172,344.0,1.01513,0.0,20.6,1.0324,
CYCLE-OVERSHOOT-001,173,346.0,0.99398,0.0,20.6,1.0151,
CYCLE-OVERSHOOT-001,174,348.0,0.97327,0.0,20.6,0.9981,
CYCLE-OVERSHOOT-001,175,350.0,0.953,0.0,20.6,0.9815,
CYCLE-OVERSHOOT-001,176,352.0,0.93314,0.0,20.6,0.9652,
CYCLE-OVERSHOOT-001,177,354.0,0.9137,0.0,20.6,0.9492,
CYCLE-OVERSHOOT-001,178,356.0,0.89467,0.0,20.6,0.9336,
CYCLE-OVERSHOOT-001,179,358.0,0.87603,0.0,20.6,0.9183,
CYCLE-OVERSHOOT-001,180,360.0,0.85778,0.0,20.6,0.9034,
CYCLE-OVERSHOOT-001,181,362.0,0.83991,0.0,20.6,0.8887,
CYCLE-OVERSHOOT-001,182,364.0,0.82241,0.0,20.6,0.8744,
CYCLE-OVERSHOOT-001,183,366.0,0.80528,0.0,20.6,0.8603,
CYCLE-OVERSHOOT-001,184,368.0,0.7885,0.0,20.6,0.8466,
CYCLE-OVERSHOOT-001,185,370.0,0.77208,0.0,20.6,0.8331,
CYCLE-OVERSHOOT-001,186,372.0,0.75599,0.0,20.6,0.8199,
CYCLE-OVERSHOOT-001,187,374.0,0.74024,0.0,20.6,0.807,
CYCLE-OVERSHOOT-001,188,376.0,0.72482,0.0,20.6,0.7944,
CYCLE-OVERSHOOT-001,189,378.0,0.70972,0.0,20.6,0.782,
CYCLE-OVERSHOOT-001,190,380.0,0.69494,0.0,20.6,0.7698,
CYCLE-OVERSHOOT-001,191,382.0,0.68046,0.0,20.6,0.758,
CYCLE-OVERSHOOT-001,192,384.0,0.66628,0.0,20.6,0.7464,
CYCLE-OVERSHOOT-001,193,386.0,0.6524,0.0,20.6,0.735,
CYCLE-OVERSHOOT-001,194,388.0,0.63881,0.0,20.6,0.7238,
CYCLE-OVERSHOOT-001,195,390.0,0.6255,0.0,20.6,0.7129,
CYCLE-OVERSHOOT-001,196,392.0,0.61247,0.0,20.6,0.7022,
CYCLE-OVERSHOOT-001,197,394.0,0.59971,0.0,20.6,0.6918,
CYCLE-OVERSHOOT-001,198,396.0,0.58722,0.0,20.6,0.6815,
CYCLE-OVERSHOOT-001,199,398.0,0.57499,0.0,20.6,0.6715,
CYCLE-OVERSHOOT-001,200,400.0,0.56301,0.0,20.6,0.6617,
CYCLE-OVERSHOOT-001,201,402.0,0.55128,0.0,20.6,0.652,
CYCLE-OVERSHOOT-001,202,404.0,0.5398,0.0,20.6,0.6426,
CYCLE-OVERSHOOT-001,203,406.0,0.52855,0.0,20.6,0.6334,
CYCLE-OVERSHOOT-001,204,408.0,0.51754,0.0,20.6,0.6244,
CYCLE-OVERSHOOT-001,205,410.0,0.50676,0.0,20.6,0.6155,
CYCLE-OVERSHOOT-001,206,412.0,0.4962,0.0,20.6,0.6069,
CYCLE-OVERSHOOT-001,207,414.0,0.48586,0.0,20.6,0.5984,
CYCLE-OVERSHOOT-001,208,416.0,0.47574,0.0,20.6,0.5901,
CYCLE-OVERSHOOT-001,209,418.0,0.46583,0.0,20.6,0.582,
CYCLE-OVERSHOOT-001,210,420.0,0.45613,0.0,20.6,0.574,
CYCLE-OVERSHOOT-001,211,422.0,0.44662,0.0,20.6,0.5662,
CYCLE-OVERSHOOT-001,212,424.0,0.43732,0.0,20.6,0.5586,
CYCLE-OVERSHOOT-001,213,426.0,0.42821,0.0,20.6,0.5511,
CYCLE-OVERSHOOT-001,214,428.0,0.41929,0.0,20.6,0.5438,
CYCLE-OVERSHOOT-001,215,430.0,0.41055,0.0,20.6,0.5367,
CYCLE-OVERSHOOT-001,216,432.0,0.402,0.0,20.6,0.5296,
CYCLE-OVERSHOOT-001,217,434.0,0.39363,0.0,20.6,0.5228,
CYCLE-OVERSHOOT-001,218,436.0,0.38543,0.0,20.6,0.516,
CYCLE-OVERSHOOT-001,219,438.0,0.3774,0.0,20.6,0.5095,
CYCLE-OVERSHOOT-001,220,440.0,0.36953,0.0,20.6,0.503,
CYCLE-OVERSHOOT-001,221,442.0,0.36184,0.0,20.6,0.4967,
CYCLE-OVERSHOOT-001,222,444.0,0.3543,0.0,20.6,0.4905,
CYCLE-OVERSHOOT-001,223,446.0,0.34692,0.0,20.6,0.4845,
CYCLE-OVERSHOOT-001,224,448.0,0.33969,0.0,20.6,0.4785,
CYCLE-OVERSHOOT-001,225,450.0,0.33261,0.0,20.6,0.4727,
CYCLE-OVERSHOOT-001,226,452.0,0.32568,0.0,20.6,0.4671,
CYCLE-OVERSHOOT-001,227,454.0,0.3189,0.0,20.6,0.4615,
CYCLE-OVERSHOOT-001,228,456.0,0.31226,0.0,20.6,0.456,
CYCLE-OVERSHOOT-001,229,458.0,0.30575,0.0,20.6,0.4507,
CYCLE-OVERSHOOT-001,230,460.0,0.29938,0.0,20.6,0.4455,
CYCLE-OVERSHOOT-001,231,462.0,0.29314,0.0,20.6,0.4404,
CYCLE-OVERSHOOT-001,232,464.0,0.28704,0.0,20.6,0.4354,
CYCLE-OVERSHOOT-001,233,466.0,0.28106,0.0,20.6,0.4305,
CYCLE-OVERSHOOT-001,234,468.0,0.2752,0.0,20.6,0.4257,
CYCLE-OVERSHOOT-001,235,470.0,0.26947,0.0,20.6,0.421,
CYCLE-OVERSHOOT-001,236,472.0,0.26386,0.0,20.6,0.4164,
CYCLE-OVERSHOOT-001,237,474.0,0.25836,0.0,20.6,0.4119,
CYCLE-OVERSHOOT-001,238,476.0,0.25298,0.0,20.6,0.4074,
CYCLE-OVERSHOOT-001,239,478.0,0.24771,0.0,20.6,0.4031,
CYCLE-OVERSHOOT-001,240,480.0,0.24255,0.0,20.6,0.3989,
CYCLE-OVERSHOOT-001,241,482.0,0.23749,0.0,20.6,0.3947,
CYCLE-OVERSHOOT-001,242,484.0,0.23255,0.0,20.6,0.3907,
CYCLE-OVERSHOOT-001,243,486.0,0.2277,0.0,20.6,0.3867,
CYCLE-OVERSHOOT-001,244,488.0,0.22296,0.0,20.6,0.3828,
CYCLE-OVERSHOOT-001,245,490.0,0.21831,0.0,20.6,0.379,
CYCLE-OVERSHOOT-001,246,492.0,0.21376,0.0,20.6,0.3753,
CYCLE-OVERSHOOT-001,247,494.0,0.20931,0.0,20.6,0.3716,
CYCLE-OVERSHOOT-001,248,496.0,0.20495,0.0,20.6,0.3681,
CYCLE-OVERSHOOT-001,249,498.0,0.20068,0.0,20.6,0.3646,
CYCLE-OVERSHOOT-001,250,500.0,0.1965,0.0,20.6,0.3611,
CYCLE-OVERSHOOT-001,251,502.0,0.19241,0.0,20.6,0.3578,
CYCLE-OVERSHOOT-001,252,504.0,0.1884,0.0,20.6,0.3545,
CYCLE-OVERSHOOT-001,253,506.0,0.18447,0.0,20.6,0.3513,
CYCLE-OVERSHOOT-001,254,508.0,0.18063,0.0,20.6,0.3481,
CYCLE-OVERSHOOT-001,255,510.0,0.18,0.0,20.6,0.3476,
CYCLE-OVERSHOOT-001,256,512.0,0.18,0.0,20.6,0.3476,
CYCLE-OVERSHOOT-001,257,514.0,0.18,0.0,20.6,0.3476,
CYCLE-OVERSHOOT-001,258,516.0,0.18,0.0,20.6,0.3476,
CYCLE-OVERSHOOT-001,259,518.0,0.18,0.0,20.6,0.3476,
CYCLE-OVERSHOOT-001,260,520.0,0.18,0.0,20.6,0.3476,
