cycle_id,sample_index,time_ms,torque,speed,angle,current,event_code
CYCLE-UNDERSHOOT-001,73,146.0,0.27754,648.1,12.852,0.4276,
CYCLE-UNDERSHOOT-001,74,148.0,0.30392,644.3,12.956,0.4492,
CYCLE-UNDERSHOOT-001,75,150.0,0.32942,640.5,13.06,0.4701,
CYCLE-UNDERSHOOT-001,76,152.0,0.35404,636.7,13.164,0.4903,
CYCLE-UNDERSHOOT-001,77,154.0,0.37784,632.9,13.268,0.5098,
CYCLE-UNDERSHOOT-001,78,156.0,0.40082,629.1,13.372,0.5287,
CYCLE-UNDERSHOOT-001,79,158.0,0.42303,625.3,13.476,0.5469,
CYCLE-UNDERSHOOT-001,80,160.0,0.44448,621.5,13.58,0.5645,
CYCLE-UNDERSHOOT-001,81,162.0,0.46521,617.7,13.684,0.5815,
CYCLE-UNDERSHOOT-001,82,164.0,0.48524,613.9,13.788,0.5979,
CYCLE-UNDERSHOOT-001,83,166.0,0.50458,610.1,13.892,0.6138,
CYCLE-UNDERSHOOT-001,84,168.0,0.52327,606.3,13.996,0.6291,
CYCLE-UNDERSHOOT-001,85,170.0,0.54133,602.5,14.1,0.6439,
CYCLE-UNDERSHOOT-001,86,172.0,0.55877,598.7,14.204,0.6582,
CYCLE-UNDERSHOOT-001,87,174.0,0.57563,594.9,14.308,0.672,
CYCLE-UNDERSHOOT-001,88,176.0,0.59191,591.1,14.412,0.6854,
CYCLE-UNDERSHOOT-001,89,178.0,0.60764,587.3,14.516,0.6983,
CYCLE-UNDERSHOOT-001,90,180.0,0.62284,583.5,14.62,0.7107,
CYCLE-UNDERSHOOT-001,91,182.0,0.63752,579.7,14.724,0.7228,
CYCLE-UNDERSHOOT-001,92,184.0,0.6517,575.9,14.828,0.7344,
CYCLE-UNDERSHOOT-001,93,186.0,0.66541,572.1,14.932,0.7456,
CYCLE-UNDERSHOOT-001,94,188.0,0.67865,568.3,15.036,0.7565,
CYCLE-UNDERSHOOT-001,95,190.0,0.69144,564.5,15.14,0.767,
CYCLE-UNDERSHOOT-001,96,192.0,0.70379,560.7,15.244,0.7771,
CYCLE-UNDERSHOOT-001,97,194.0,0.71573,556.9,15.348,0.7869,
CYCLE-UNDERSHOOT-001,98,196.0,0.72727,553.1,15.452,0.7964,
CYCLE-UNDERSHOOT-001,99,198.0,0.73841,549.3,15.556,0.8055,
CYCLE-UNDERSHOOT-001,100,200.0,0.74917,545.5,15.66,0.8143,
CYCLE-UNDERSHOOT-001,101,202.0,0.75957,541.7,15.764,0.8228,
CYCLE-UNDERSHOOT-001,102,204.0,0.76962,537.9,15.868,0.8311,
CYCLE-UNDERSHOOT-001,103,206.0,0.77933,534.1,15.972,0.839,
CYCLE-UNDERSHOOT-001,104,208.0,0.7887,530.3,16.076,0.8467,
CYCLE-UNDERSHOOT-001,105,210.0,0.79776,526.5,16.18,0.8542,
CYCLE-UNDERSHOOT-001,106,212.0,0.80652,522.7,16.284,0.8613,
CYCLE-UNDERSHOOT-001,107,214.0,0.81497,518.9,16.388,0.8683,
CYCLE-UNDERSHOOT-001,108,216.0,0.82314,515.1,16.492,0.875,
CYCLE-UNDERSHOOT-001,109,218.0,0.83104,511.3,16.596,0.8814,
CYCLE-UNDERSHOOT-001,110,220.0,0.83866,507.5,16.7,0.8877,
CYCLE-UNDERSHOOT-001,111,222.0,0.84603,503.7,16.804,0.8937,
CYCLE-UNDERSHOOT-001,112,224.0,0.85314,499.9,16.908,0.8996,
CYCLE-UNDERSHOOT-001,113,226.0,0.86002,496.1,17.012,0.9052,
CYCLE-UNDERSHOOT-001,114,228.0,0.86666,492.3,17.116,0.9107,
CYCLE-UNDERSHOOT-001,115,230.0,0.87308,488.5,17.22,0.9159,
CYCLE-UNDERSHOOT-001,116,232.0,0.87928,484.7,17.324,0.921,
CYCLE-UNDERSHOOT-001,117,234.0,0.88527,480.9,17.428,0.9259,
CYCLE-UNDERSHOOT-001,118,236.0,0.89106,477.1,17.532,0.9307,
CYCLE-UNDERSHOOT-001,119,238.0,0.89665,473.3,17.636,0.9353,
CYCLE-UNDERSHOOT-001,120,240.0,0.90205,469.5,17.74,0.9397,
CYCLE-UNDERSHOOT-001,121,242.0,0.90727,465.7,17.844,0.944,
CYCLE-UNDERSHOOT-001,122,244.0,0.91231,461.9,17.948,0.9481,
CYCLE-UNDERSHOOT-001,123,246.0,0.91718,458.1,18.052,0.9521,
CYCLE-UNDERSHOOT-001,124,248.0,0.92188,454.3,18.156,0.9559,
CYCLE-UNDERSHOOT-001,125,250.0,0.92643,450.5,18.26,0.9597,
CYCLE-UNDERSHOOT-001,126,252.0,0.93082,446.7,18.364,0.9633,
CYCLE-UNDERSHOOT-001,127,254.0,0.93507,442.9,18.468,0.9668,
CYCLE-UNDERSHOOT-001,128,256.0,0.93916,439.1,18.572,0.9701,
CYCLE-UNDERSHOOT-001,129,258.0,0.94312,435.3,18.676,0.9734,
CYCLE-UNDERSHOOT-001,130,260.0,0.94695,431.5,18.78,0.9765,
CYCLE-UNDERSHOOT-001,131,262.0,0.95065,427.7,18.884,0.9795,
CYCLE-UNDERSHOOT-001,132,264.0,0.95422,423.9,18.988,0.9825,
CYCLE-UNDERSHOOT-001,133,266.0,0.95767,420.1,19.092,0.9853,
CYCLE-UNDERSHOOT-001,134,268.0,0.961,416.3,19.196,0.988,
CYCLE-UNDERSHOOT-001,135,270.0,0.96422,412.5,19.3,0.9907,
CYCLE-UNDERSHOOT-001,136,272.0,0.96733,408.7,19.404,0.9932,
CYCLE-UNDERSHOOT-001,137,274.0,0.97034,404.9,19.508,0.9957,
CYCLE-UNDERSHOOT-001,138,276.0,0.97324,401.1,19.612,0.9981,
CYCLE-UNDERSHOOT-001,139,278.0,0.97605,397.3,19.716,1.0004,
CYCLE-UNDERSHOOT-001,140,280.0,0.97876,393.5,19.82,1.0026,
CYCLE-UNDERSHOOT-001,141,282.0,0.98137,389.7,19.924,1.0047,
CYCLE-UNDERSHOOT-001,142,284.0,0.9839,385.9,20.028,1.0068,
CYCLE-UNDERSHOOT-001,143,286.0,1.1637,147.0,20.11,1.1542,
CYCLE-UNDERSHOOT-001,144,288.0,1.16756,141.0,20.13,1.1574,
CYCLE-UNDERSHOOT-001,145,290.0,1.17049,135.0,20.15,1.1598,
CYCLE-UNDERSHOOT-001,146,292.0,1.17201,129.0,20.17,1.161,
CYCLE-UNDERSHOOT-001,147,294.0,1.17188,123.0,20.19,1.1609,
CYCLE-UNDERSHOOT-001,148,296.0,1.17014,117.0,20.21,1.1595,
CYCLE-UNDERSHOOT-001,149,298.0,1.16704,111.0,20.23,1.157,
CYCLE-UNDERSHOOT-001,150,300.0,1.16309,105.0,20.25,1.1537,
CYCLE-UNDERSHOOT-001,151,302.0,1.1589,99.0,20.27,1.1503,
CYCLE-UNDERSHOOT-001,152,304.0,1.15514,93.0,20.29,1.1472,
CYCLE-UNDERSHOOT-001,153,306.0,1.1524,87.0,20.31,1.145,
CYCLE-UNDERSHOOT-001,154,308.0,1.15111,81.0,20.33,1.1439,
CYCLE-UNDERSHOOT-001,155,310.0,1.15147,75.0,20.35,1.1442,
CYCLE-UNDERSHOOT-001,156,312.0,1.15344,69.0,20.37,1.1458,
CYCLE-UNDERSHOOT-001,157,314.0,1.15669,63.0,20.39,1.1485,
CYCLE-UNDERSHOOT-001,158,316.0,1.16072,57.0,20.41,1.1518,
CYCLE-UNDERSHOOT-001,159,318.0,1.16489,51.0,20.43,1.1552,
CYCLE-UNDERSHOOT-001,160,320.0,1.16854,45.0,20.45,1.1582,
CYCLE-UNDERSHOOT-001,161,322.0,1.17109,39.0,20.47,1.1603,
CYCLE-UNDERSHOOT-001,162,324.0,1.17214,33.0,20.49,1.1612,
CYCLE-UNDERSHOOT-001,163,326.0,1.17153,27.0,20.51,1.1607,
CYCLE-UNDERSHOOT-001,164,328.0,1.16936,21.0,20.53,1.1589,
CYCLE-UNDERSHOOT-001,165,330.0,1.16595,15.0,20.55,1.1561,
CYCLE-UNDERSHOOT-001,166,332.0,1.16186,9.0,20.57,1.1527,
CYCLE-UNDERSHOOT-001,167,334.0,1.15773,3.0,20.59,1.1493,
CYCLE-UNDERSHOOT-001,168,336.0,0.9718,0.0,20.6,0.9969,
CYCLE-UNDERSHOOT-001,169,338.0,0.95155,0.0,20.6,0.9803,
CYCLE-UNDERSHOOT-001,170,340.0,0.93173,0.0,20.6,0.964,
CYCLE-UNDERSHOOT-001,171,342.0,0.91232,0.0,20.6,0.9481,
CYCLE-UNDERSHOOT-001,172,344.0,0.89331,0.0,20.6,0.9325,
CYCLE-UNDERSHOOT-001,173,346.0,0.8747,0.0,20.6,0.9173,
CYCLE-UNDERSHOOT-001,174,348.0,0.85648,0.0,20.6,0.9023,
CYCLE-UNDERSHOOT-001,175,350.0,0.83864,0.0,20.6,0.8877,
CYCLE-UNDERSHOOT-001,176,352.0,0.82117,0.0,20.6,0.8734,
CYCLE-UNDERSHOOT-001,177,354.0,0.80406,0.0,20.6,0.8593,
CYCLE-UNDERSHOOT-001,178,356.0,0.78731,0.0,20.6,0.8456,
CYCLE-UNDERSHOOT-001,179,358.0,0.77091,0.0,20.6,0.8321,
CYCLE-UNDERSHOOT-001,180,360.0,0.75485,0.0,20.6,0.819,
CYCLE-UNDERSHOOT-001,181,362.0,0.73912,0.0,20.6,0.8061,
CYCLE-UNDERSHOOT-001,182,364.0,0.72372,0.0,20.6,0.7935,
CYCLE-UNDERSHOOT-001,183,366.0,0.70865,0.0,20.6,0.7811,
CYCLE-UNDERSHOOT-001,184,368.0,0.69388,0.0,20.6,0.769,
CYCLE-UNDERSHOOT-001,185,370.0,0.67943,0.0,20.6,0.7571,
CYCLE-UNDERSHOOT-001,186,372.0,0.66527,0.0,20.6,0.7455,
CYCLE-UNDERSHOOT-001,187,374.0,0.65141,0.0,20.6,0.7342,
CYCLE-UNDERSHOOT-001,188,376.0,0.63784,0.0,20.6,0.723,
CYCLE-UNDERSHOOT-001,189,378.0,0.62456,0.0,20.6,0.7121,
CYCLE-UNDERSHOOT-001,190,380.0,0.61155,0.0,20.6,0.7015,
CYCLE-UNDERSHOOT-001,191,382.0,0.5988,0.0,20.6,0.691,
CYCLE-UNDERSHOOT-001,192,384.0,0.58633,0.0,20.6,0.6808,
CYCLE-UNDERSHOOT-001,193,386.0,0.57412,0.0,20.6,0.6708,
CYCLE-UNDERSHOOT-001,194,388.0,0.56216,0.0,20.6,0.661,
CYCLE-UNDERSHOOT-001,195,390.0,0.55044,0.0,20.6,0.6514,
CYCLE-UNDERSHOOT-001,196,392.0,0.53898,0.0,20.6,0.642,
CYCLE-UNDERSHOOT-001,197,394.0,0.52775,0.0,20.6,0.6328,
CYCLE-UNDERSHOOT-001,198,396.0,0.51675,0.0,20.6,0.6237,
CYCLE-UNDERSHOOT-001,199,398.0,0.50599,0.0,20.6,0.6149,
CYCLE-UNDERSHOOT-001,200,400.0,0.49545,0.0,20.6,0.6063,
CYCLE-UNDERSHOOT-001,201,402.0,0.48513,0.0,20.6,0.5978,
CYCLE-UNDERSHOOT-001,202,404.0,0.47502,0.0,20.6,0.5895,
CYCLE-UNDERSHOOT-001,203,406.0,0.46512,0.0,20.6,0.5814,
CYCLE-UNDERSHOOT-001,204,408.0,0.45543,0.0,20.6,0.5735,
CYCLE-UNDERSHOOT-001,205,410.0,0.44595,0.0,20.6,0.5657,
CYCLE-UNDERSHOOT-001,206,412.0,0.43666,0.0,20.6,0.5581,
CYCLE-UNDERSHOOT-001,207,414.0,0.42756,0.0,20.6,0.5506,
CYCLE-UNDERSHOOT-001,208,416.0,0.41865,0.0,20.6,0.5433,
CYCLE-UNDERSHOOT-001,209,418.0,0.40993,0.0,20.6,0.5361,
CYCLE-UNDERSHOOT-001,210,420.0,0.40139,0.0,20.6,0.5291,
CYCLE-UNDERSHOOT-001,211,422.0,0.39303,0.0,20.6,0.5223,
CYCLE-UNDERSHOOT-001,212,424.0,0.38484,0.0,20.6,0.5156,
CYCLE-UNDERSHOOT-001,213,426.0,0.37682,0.0,20.6,0.509,
CYCLE-UNDERSHOOT-001,214,428.0,0.36897,0.0,20.6,0.5026,
CYCLE-UNDERSHOOT-001,215,430.0,0.36129,0.0,20.6,0.4963,
CYCLE-UNDERSHOOT-001,216,432.0,0.35376,0.0,20.6,0.4901,
CYCLE-UNDERSHOOT-001,217,434.0,0.34639,0.0,20.6,0.484,
CYCLE-UNDERSHOOT-001,218,436.0,0.33917,0.0,20.6,0.4781,
CYCLE-UNDERSHOOT-001,219,438.0,0.33211,0.0,20.6,0.4723,
CYCLE-UNDERSHOOT-001,220,440.0,0.32519,0.0,20.6,0.4667,
CYCLE-UNDERSHOOT-001,221,442.0,0.31842,0.0,20.6,0.4611,
CYCLE-UNDERSHOOT-001,222,444.0,0.31178,0.0,20.6,0.4557,
CYCLE-UNDERSHOOT-001,223,446.0,0.30529,0.0,20.6,0.4503,
CYCLE-UNDERSHOOT-001,224,448.0,0.29893,0.0,20.6,0.4451,
CYCLE-UNDERSHOOT-001,225,450.0,0.2927,0.0,20.6,0.44,
CYCLE-UNDERSHOOT-001,226,452.0,0.2866,0.0,20.6,0.435,
CYCLE-UNDERSHOOT-001,227,454.0,0.28063,0.0,20.6,0.4301,
CYCLE-UNDERSHOOT-001,228,456.0,0.27478,0.0,20.6,0.4253,
CYCLE-UNDERSHOOT-001,229,458.0,0.26906,0.0,20.6,0.4206,
CYCLE-UNDERSHOOT-001,230,460.0,0.26346,0.0,20.6,0.416,
CYCLE-UNDERSHOOT-001,231,462.0,0.25797,0.0,20.6,0.4115,
CYCLE-UNDERSHOOT-001,232,464.0,0.25259,0.0,20.6,0.4071,
CYCLE-UNDERSHOOT-001,233,466.0,0.24733,0.0,20.6,0.4028,
CYCLE-UNDERSHOOT-001,234,468.0,0.24218,0.0,20.6,0.3986,
CYCLE-UNDERSHOOT-001,235,470.0,0.23713,0.0,20.6,0.3944,
CYCLE-UNDERSHOOT-001,236,472.0,0.23219,0.0,20.6,0.3904,
CYCLE-UNDERSHOOT-001,237,474.0,0.22736,0.0,20.6,0.3864,
CYCLE-UNDERSHOOT-001,238,476.0,0.22262,0.0,20.6,0.3825,
CYCLE-UNDERSHOOT-001,239,478.0,0.21798,0.0,20.6,0.3787,
CYCLE-UNDERSHOOT-001,240,480.0,0.21344,0.0,20.6,0.375,
CYCLE-UNDERSHOOT-001,241,482.0,0.20899,0.0,20.6,0.3714,
CYCLE-UNDERSHOOT-001,242,484.0,0.20464,0.0,20.6,0.3678,
CYCLE-UNDERSHOOT-001,243,486.0,0.20038,0.0,20.6,0.3643,
CYCLE-UNDERSHOOT-001,244,488.0,0.1962,0.0,20.6,0.3609,
CYCLE-UNDERSHOOT-001,245,490.0,0.19211,0.0,20.6,0.3575,
CYCLE-UNDERSHOOT-001,246,492.0,0.18811,0.0,20.6,0.3543,
CYCLE-UNDERSHOOT-001,247,494.0,0.18419,0.0,20.6,0.351,
CYCLE-UNDERSHOOT-001,248,496.0,0.18036,0.0,20.6,0.3479,
CYCLE-UNDERSHOOT-001,249,498.0,0.1766,0.0,20.6,0.3448,
CYCLE-UNDERSHOOT-001,250,500.0,0.17292,0.0,20.6,0.3418,
CYCLE-UNDERSHOOT-001,251,502.0,0.16932,0.0,20.6,0.3388,
CYCLE-UNDERSHOOT-001,252,504.0,0.16579,0.0,20.6,0.3359,
CYCLE-UNDERSHOOT-001,253,506.0,0.16234,0.0,20.6,0.3331,
CYCLE-UNDERSHOOT-001,254,508.0,0.15895,0.0,20.6,0.3303,
CYCLE-UNDERSHOOT-001,255,510.0,0.1584,0.0,20.6,0.3299,
CYCLE-UNDERSHOOT-001,256,512.0,0.1584,0.0,20.6,0.3299,
CYCLE-UNDERSHOOT-001,257,514.0,0.1584,0.0,20.6,0.3299,
CYCLE-UNDERSHOOT-001,258,516.0,0.1584,0.0,20.6,0.3299,
CYCLE-UNDERSHOOT-001,259,518.0,0.1584,0.0,20.6,0.3299,
CYCLE-UNDERSHOOT-001,260,520.0,0.1584,0.0,20.6,0.3299,
